index RAJ2000 DEJ2000 exptime Nvis LogProb contour
0 25.907949 17.357815 1200.0 1.0 -22.25073982901167 88.88639723283627
1 26.745043 16.104307 1200.0 1.0 -22.316781747660983 89.34227826453629
2 25.721157 17.789252 1200.0 1.0 -22.3527524370422 85.94139674024521
3 26.417198 15.260299 1200.0 1.0 -22.367571976056922 73.64270721441326
4 25.417154 18.528284 1200.0 1.0 -22.376250610024602 88.47850160807806
5 25.833815 17.32868 1200.0 1.0 -22.477273421586716 88.88639723283627
6 27.058872 14.746577 1200.0 1.0 -22.486194668166064 79.13502012258736
7 26.438875 16.337283 1200.0 1.0 -22.597730965062837 86.35196471126912
8 25.293112 18.48584 1200.0 1.0 -22.60054070920584 88.47939630324282
9 27.133745 14.160894 1200.0 1.0 -22.639804839034355 83.74558583584692
10 26.866793 15.857854 1200.0 1.0 -22.6833562178792 89.34643162450324
11 27.031303 13.938093 1200.0 1.0 -22.74582400652622 73.54293820265767
12 25.938969 16.629196 1200.0 1.0 -22.806980128692487 82.97482385803903
13 26.494999 16.175552 1200.0 1.0 -22.807775211403225 86.35459308949784
14 26.84107 15.985735 1200.0 1.0 -23.001155416140136 89.34518561651316
15 26.349213 15.483942 1200.0 1.0 -23.014591287579954 78.8250877377403
16 25.620806 17.41926 1200.0 1.0 -23.064287179946277 85.93977535638561
17 26.319242 17.283752 1200.0 1.0 -23.10795387507616 88.88899960008543
18 26.532513 15.970322 1200.0 1.0 -23.109974428218734 89.34352427252638
19 27.068092 13.881426 1200.0 1.0 -23.11789146885799 73.54293820265767
20 25.989607 15.986671 1200.0 1.0 -23.234289212890566 75.62927513561417
21 25.11025 17.358727 1200.0 1.0 -23.234854086490955 76.05658158649102
22 26.914421 16.049354 1200.0 1.0 -23.243425895019342 89.34269360053298
23 25.256191 17.266117 1200.0 1.0 -23.256790427591312 76.05123915432577
24 25.271963 18.623411 1200.0 1.0 -23.269836006567775 88.48208038873709
25 25.796204 17.73018 1200.0 1.0 -23.2907155845809 85.94139674024521
26 26.713472 15.152977 1200.0 1.0 -23.30975735853214 83.36782106708046
27 26.5994 16.091815 1200.0 1.0 -23.325830709353383 89.34809296849002
28 27.597795 14.848402 1200.0 1.0 -23.36642492807929 89.57871036832313
29 26.411379 16.337117 1200.0 1.0 -23.388003594937715 86.35196471126912
30 26.173344 17.41884 1200.0 1.0 -23.408979087721 88.88769841646085
31 26.589516 15.140965 1200.0 1.0 -23.41785015146747 75.31449691699319
32 25.968357 17.552323 1200.0 1.0 -23.459513743948925 85.94788227568364
33 25.968386 17.381148 1200.0 1.0 -23.492841813099815 88.89116823945973
34 25.734919 16.400355 1200.0 1.0 -23.496386758184194 72.1462102690188
35 26.916845 14.982727 1200.0 1.0 -23.515136904963924 86.9816968507341
36 25.90646 16.659974 1200.0 1.0 -23.529003844093126 82.97482385803903
37 27.470764 14.562886 1200.0 1.0 -23.541257326136346 89.5827124107436
38 26.440844 16.406244 1200.0 1.0 -23.55090008861098 86.35669579208083
39 26.116327 17.176846 1200.0 1.0 -23.57871866025738 88.89030078371
40 27.360943 14.602966 1200.0 1.0 -23.59052967730537 89.5819120022595
41 25.26403 17.580379 1200.0 1.0 -23.591883442427232 73.40281356411913
42 26.06138 16.540268 1200.0 1.0 -23.595664686175247 82.97931843004021
43 26.495298 16.421339 1200.0 1.0 -23.596112982073798 86.35301606256061
44 26.155764 17.104704 1200.0 1.0 -23.59774854118217 88.89030078371
45 25.686195 16.603387 1200.0 1.0 -23.600725811260823 72.14200660437558
46 26.531296 12.007902 1200.0 1.0 -23.633073672789273 58.10029976274451
