index RAJ2000 DEJ2000 dist_Mpc exptime Nvis LogProb contour
0 96.921349 -10.079979 297.335624 1200.0 1.0 14.306380945374183 73.59622740956881
1 91.239944 -6.58794 456.771844 1200.0 1.0 13.650085950238367 12.69046741730427
2 98.53421 -17.258539 473.238572 1200.0 1.0 13.393218272591078 2.21150184048242
3 97.22879 -15.054905 384.003837 1200.0 1.0 13.259202726407077 0.25099826044040097
4 94.745674 -11.061121 437.995777 1200.0 1.0 13.150811488848905 1.0780248465606053
5 98.912636 -16.611925 447.358103 1200.0 1.0 13.10649362153328 10.82058377385145
6 91.4971 -4.35149 356.246778 1200.0 1.0 13.088390424102833 10.57054869026815
7 99.950653 -18.261967 447.801575 1200.0 1.0 13.037166734038381 16.109409507668175
8 100.172195 -19.474638 492.549588 1200.0 1.0 13.023369289280247 6.699998737876378
9 100.129906 -19.540575 508.419034 1200.0 1.0 13.016123137219886 7.91298505567625
10 100.014931 -20.7253 256.885029 1200.0 1.0 13.003980282044878 4.076084427983062
11 99.134659 -20.850342 400.937878 1200.0 1.0 12.94508399348431 12.852608178566863
12 101.062012 -24.765272 369.345575 1200.0 1.0 12.939658264375762 14.223149644048421
13 97.2288 -15.055 376.440368 1200.0 1.0 12.931857988497931 0.25099826044040097
14 95.797157 -14.534866 416.082678 1200.0 1.0 12.92890091607227 10.186015536964657
15 96.435593 -14.526298 467.077527 1200.0 1.0 12.917935477441228 1.0944040179965733
16 93.542488 -9.653406 398.955393 1200.0 1.0 12.91616400926516 5.481349029392031
17 98.700378 -16.889702 395.53069 1200.0 1.0 12.909287943417318 3.4579197693813115
18 93.191719 -7.945899 373.895698 1200.0 1.0 12.906863461475101 3.035840897667996
19 98.5343 -17.25845 462.877561 1200.0 1.0 12.881055269850322 2.21150184048242
20 98.2388 -16.733583 423.931846 1200.0 1.0 12.876480177656859 1.7776312611641218
21 99.904 -18.95396 595.832472 1200.0 1.0 12.852150620051365 7.103412209941963
22 96.215546 -15.227345 496.835219 1200.0 1.0 12.844093345009949 8.486269825721637
23 95.880844 -14.525573 444.768767 1200.0 1.0 12.84383510016859 10.186015536964657
24 101.001556 -23.728249 468.211781 1200.0 1.0 12.83865354179575 8.458484639169853
25 98.7005 -16.88969 386.961327 1200.0 1.0 12.814658650901395 3.4579197693813115
26 97.711426 -15.105913 461.795111 1200.0 1.0 12.805849168516716 1.9548002657360262
27 97.0225 -14.02211 452.370007 1200.0 1.0 12.791203857335516 2.195512209044035
28 100.307 -21.05077 250.05896 1200.0 1.0 12.784242384739596 4.822303990920986
29 101.366829 -22.111074 401.346452 1200.0 1.0 12.773255322680352 11.069337397750061
30 99.134476 -20.581453 254.007686 1200.0 1.0 12.763238157710797 10.10594386247551
31 96.465218 -15.395741 295.904927 1200.0 1.0 12.762651870533517 6.959798235996652
32 97.022392 -14.02217 461.795111 1200.0 1.0 12.758269034648977 2.195512209044035
33 98.9127 -16.61197 438.058506 1200.0 1.0 12.756779950193529 10.82058377385145
34 96.720871 -11.5781 495.606677 1200.0 1.0 12.753707046659105 22.16934911866068
35 99.396881 -17.599129 534.229338 1200.0 1.0 12.727137597018121 8.762907048737835
36 97.517944 -16.256077 514.1381 1200.0 1.0 12.723775265345886 1.2416846674624962
37 100.172 -19.47458 482.409049 1200.0 1.0 12.721954872115514 6.699998737876378
38 97.429359 -13.046974 377.163154 1200.0 1.0 12.71165202120112 16.337422806531563
39 97.118813 -14.593223 464.475969 1200.0 1.0 12.709653816176239 0.2009239436324356
40 100.307198 -21.050806 255.44607 1200.0 1.0 12.700776600136514 4.822303990920986
41 98.811646 -17.762161 496.345799 1200.0 1.0 12.679911554853007 2.2274908785392076
42 101.723618 -21.501972 524.059358 1200.0 1.0 12.67942397321738 16.922984775670045
43 102.194168 -24.507214 438.046056 1200.0 1.0 12.670655416062532 10.781184026587178
