index RAJ2000 DEJ2000 dist_Mpc exptime Nvis LogProb contour
0 168.244461 72.879295 101.499327 1200.0 1.0 10.326369067450774 35.308253136853395
1 270.86438 -0.295221 111.080922 1200.0 1.0 9.881345025910115 68.55490398257557
2 270.864 -0.29536 112.594124 1200.0 1.0 9.699061170564011 68.55490398257557
3 170.420593 72.833481 190.005405 1200.0 1.0 9.04712609482197 37.5931414059868
4 168.135406 72.498749 104.475592 1200.0 1.0 8.997939369259651 39.92150914067606
5 169.827118 72.824066 100.071499 1200.0 1.0 8.889901908027785 37.33939618270732
6 163.314819 72.082314 148.694643 1200.0 1.0 8.887082156510495 62.64708763908844
7 169.77858 72.924095 156.29687 1200.0 1.0 8.81443487167581 36.39298262247786
8 169.857574 72.750992 143.446881 1200.0 1.0 8.685169384036149 37.33939618270732
9 193.875076 70.829254 128.338785 1200.0 1.0 8.648446514103098 75.26720908628437
10 162.753754 71.663506 142.077149 1200.0 1.0 8.623407506122225 81.82603856476022
11 169.977493 72.882462 97.68338 1200.0 1.0 8.586451333913772 36.39298262247786
12 170.64505 72.641792 167.449662 1200.0 1.0 8.582231069082713 38.35874604435429
13 267.278778 8.102863 100.36306 1200.0 1.0 8.564020016999194 88.18368821450758
14 172.070953 72.947861 150.452203 1200.0 1.0 8.534352167105359 38.629314253405326
15 181.355347 72.799789 101.073992 1200.0 1.0 8.498246184765998 55.58233207635409
16 163.814407 71.946754 148.646125 1200.0 1.0 8.47193510626338 64.47749586212943
17 168.500412 72.91153 106.792447 1200.0 1.0 8.426394652878809 35.28544699316888
18 167.037354 72.050453 147.871906 1200.0 1.0 8.41475436427013 68.72659668021505
19 170.358597 72.818718 133.583978 1200.0 1.0 8.376483755337684 37.33939618270732
20 172.237473 73.034821 95.573764 1200.0 1.0 8.24527054701914 43.42412800702897
21 173.924347 73.451721 193.276404 1200.0 1.0 8.218031220112666 52.61076343224899
22 166.052887 72.929359 163.783287 1200.0 1.0 8.158380216950981 31.79554043278989
23 174.442719 72.760735 202.18971 1200.0 1.0 8.0125261483554 42.37530520164386
24 174.862 72.26992 125.238263 1200.0 1.0 8.008808124226151 58.3998931032498
25 270.786896 -0.303287 172.451831 1200.0 1.0 7.985481619704445 68.55490398257557
26 173.266937 72.110847 202.442298 1200.0 1.0 7.9797212621487095 69.67845471571368
27 166.697891 72.568527 44.187868 1200.0 1.0 7.959723052291014 37.944434921982605
28 170.483505 72.37294 192.045352 1200.0 1.0 7.933382201161783 49.86867699912095
29 270.416534 1.90765 100.650514 1200.0 1.0 7.885547095638767 71.90501805023283
30 267.517914 7.285121 96.620011 1200.0 1.0 7.874847334030214 85.11622317802201
31 269.284149 1.765376 114.154823 1200.0 1.0 7.872926677719896 85.82672811737095
32 271.076721 -0.492606 104.134249 1200.0 1.0 7.853188534459932 65.94530895699249
33 272.541412 -0.172123 98.821751 1200.0 1.0 7.852649348255855 88.9830971320286
34 170.059662 72.851936 173.005607 1200.0 1.0 7.835372598638383 37.33939618270732
35 269.422913 3.087836 115.24643 1200.0 1.0 7.832932140808616 73.51354741955547
36 172.325073 73.019852 165.858522 1200.0 1.0 7.776750271968868 43.42412800702897
37 272.370361 -0.643296 108.096706 1200.0 1.0 7.737418485140876 78.89147248913604
38 168.269699 72.988167 212.5104 1200.0 1.0 7.7203980482193915 33.92584525340402
39 164.832993 71.844536 135.234501 1200.0 1.0 7.711822398834999 84.11201775647335
40 172.628601 73.208122 214.552806 1200.0 1.0 7.700241539968269 43.42412800702897
41 172.851959 72.212029 178.264896 1200.0 1.0 7.679674101709027 59.33201614338487
42 273.023407 -1.575658 197.356186 1200.0 1.0 7.675285861740509 78.35708240327625
43 170.53598 73.301277 190.405484 1200.0 1.0 7.662526669568052 46.422041048319414
44 170.836685 72.686119 134.959828 1200.0 1.0 7.634559850130583 38.35874604435429
45 268.909485 3.657178 129.153037 1200.0 1.0 7.623609138059702 75.8127233460219
46 270.675659 -0.345605 108.092849 1200.0 1.0 7.608139034791823 75.41345300643938
47 266.978729 6.9569 112.962424 1200.0 1.0 7.607507741227894 83.62586736318129
48 171.736755 72.882652 180.517773 1200.0 1.0 7.601375230031631 38.629314253405326
49 190.237152 71.771057 105.767322 1200.0 1.0 7.568444573141436 64.48421054651094
50 167.897949 72.071724 210.35447 1200.0 1.0 7.568114746520919 69.62443031663152
51 164.569321 72.320984 136.809289 1200.0 1.0 7.5480486785847845 43.183651293913385
52 271.593872 -0.602606 205.497982 1200.0 1.0 7.511873282026823 61.633239522806704
53 266.807281 7.826583 105.093965 1200.0 1.0 7.509044277385524 85.33949058574511
54 194.326477 70.203438 128.518599 1200.0 1.0 7.4975311800699 87.0235971881355
55 167.892212 71.523331 193.16019 1200.0 1.0 7.477023576011033 85.95273002575611
56 163.042831 71.580238 166.517077 1200.0 1.0 7.466280185803479 81.82229562468923
57 195.123444 70.198662 128.483766 1200.0 1.0 7.4611676810654055 82.32678361130478
58 170.068237 72.797218 112.608942 1200.0 1.0 7.43720555551374 37.33939618270732
59 271.182281 -1.641741 176.875164 1200.0 1.0 7.422324739784877 84.21683917819776
60 267.032379 6.849984 108.861387 1200.0 1.0 7.364628863990969 83.62586736318129
61 188.805 72.2322 102.206973 1200.0 1.0 7.362044421796783 66.94865730934792
62 269.445435 4.617829 120.859083 1200.0 1.0 7.357566856051621 82.18313448553648
63 198.079224 70.649353 130.046446 1200.0 1.0 7.3420821314097715 76.07799507090095
64 271.825104 -1.365754 139.17491 1200.0 1.0 7.298630667853607 60.083615464555216
65 194.545135 71.420158 106.985142 1200.0 1.0 7.28622213068715 74.43532774928156
66 173.745728 73.512749 189.286402 1200.0 1.0 7.284963316337595 60.88940471659807
67 269.529694 3.666157 155.679463 1200.0 1.0 7.273888858706471 76.26717250734862
68 166.633743 72.277893 189.689322 1200.0 1.0 7.273275778457857 57.01160388223906
69 167.591537 72.244507 145.142519 1200.0 1.0 7.271892766705072 57.9082138931759
70 271.750916 -1.268264 120.321015 1200.0 1.0 7.252435300005592 60.083615464555216
71 196.671066 69.959618 110.145374 1200.0 1.0 7.23669202684562 86.76683656996215
72 269.217834 1.760753 177.08282 1200.0 1.0 7.228061212096273 89.98411494863682
73 269.524292 1.322825 184.629088 1200.0 1.0 7.181293529484721 80.48499496340439
74 268.326 6.56876 161.020873 1200.0 1.0 7.146678790003486 87.82679651063741
75 166.436508 71.547142 188.259884 1200.0 1.0 7.090659832076108 85.30149462273118
76 269.789154 1.776706 235.895213 1200.0 1.0 7.089353429419269 72.76077316543707
77 166.485443 72.524811 87.952373 1200.0 1.0 7.0565792694456775 37.944434921982605
78 272.333588 -0.671943 116.14199 1200.0 1.0 7.0344518700132435 78.89147248913604
79 267.699341 6.042222 84.745476 1200.0 1.0 7.022572660816378 82.142475434981
80 267.661285 5.428801 161.058255 1200.0 1.0 7.021558611375672 84.99052808212394
81 176.088074 73.509453 127.70639 1200.0 1.0 7.016646455916973 69.14123810240534
82 175.422897 71.563545 210.13533 1200.0 1.0 7.0143630339815655 83.02346052855158
83 169.817581 73.119354 177.631336 1200.0 1.0 7.012983975608338 38.68329120019441
84 270.571075 -0.270005 218.692203 1200.0 1.0 7.001285669079294 77.381310173467
85 269.935028 3.963383 129.942431 1200.0 1.0 6.9928866530232945 87.92480463214534
86 167.624786 72.596481 136.783564 1200.0 1.0 6.981392642720512 38.909369168464266
87 191.401688 71.318733 82.421192 1200.0 1.0 6.977128884959676 66.30143890436406
88 270.356689 -0.484574 106.164636 1200.0 1.0 6.967644947784324 86.23819553751049
89 178.360077 73.084366 182.115379 1200.0 1.0 6.962554974064107 58.23132220047216
90 269.538055 3.734766 117.962444 1200.0 1.0 6.936364096617316 78.69786854818794
91 163.275131 72.077568 238.715053 1200.0 1.0 6.910905131955778 62.64708763908844
92 171.04158 72.929382 224.843963 1200.0 1.0 6.896509203947741 37.5931414059868
93 270.546051 0.436755 222.008601 1200.0 1.0 6.875567644263064 66.5267600248976
94 167.604889 72.285629 133.043995 1200.0 1.0 6.874273267616087 57.9082138931759
95 269.788086 3.191707 104.283311 1200.0 1.0 6.8728537094115065 79.7801023308109
96 266.840424 7.328256 133.170557 1200.0 1.0 6.872508563226822 85.631428008166
97 270.003 3.5144 98.071644 1200.0 1.0 6.870185541252653 79.79211398358859
98 174.05885790000002 72.42067779999999 171.647268 1200.0 1.0 6.851734720748648 50.673276702576494
99 270.003326 3.514859 117.541284 1200.0 1.0 6.831073638730062 79.79211398358859
100 273.323273 -1.218585 58.546253 1200.0 1.0 6.828855611059597 88.4694365331499
101 267.457001 7.445877 97.850752 1200.0 1.0 6.817860070269627 84.8737796423256
102 167.0748372 72.6997582 141.096674 1200.0 1.0 6.795727838889136 33.99567711762256
103 186.59584 71.56414 167.68809 1200.0 1.0 6.786539153366538 70.97616789200988
104 270.628601 -0.256665 159.936773 1200.0 1.0 6.771932766846419 77.381310173467
105 271.639709 -0.841581 144.0741 1200.0 1.0 6.754627043580446 60.685569732402996
106 268.553955 6.062618 149.252937 1200.0 1.0 6.746471777724937 89.61237793974882
107 169.5749524 72.7583422 193.55859 1200.0 1.0 6.707045943068896 37.33939618270732
108 272.509857 -0.725186 67.18341 1200.0 1.0 6.7028233669670465 78.89557782489733
109 269.427582 3.749779 111.895589 1200.0 1.0 6.670665098153766 75.98012553670192
110 268.325836 6.568645 159.904449 1200.0 1.0 6.661980442798251 87.82679651063741
111 272.004852 -1.250208 94.955466 1200.0 1.0 6.6490627104403455 59.883834396897726
112 270.182404 1.674683 103.060809 1200.0 1.0 6.610085455937814 69.69045679865111
113 192.280175 71.81161540000001 127.83603 1200.0 1.0 6.603859745458065 72.39977962470603
114 267.332214 6.748705 184.893378 1200.0 1.0 6.601221708532331 83.63624749724927
115 171.102692 72.808945 196.88034 1200.0 1.0 6.5702769210149565 38.35874604435429
116 268.064423 5.446186 154.322296 1200.0 1.0 6.567243725034644 78.60629214891682
117 195.131668 70.251999 168.915167 1200.0 1.0 6.5528563919440455 82.32678361130478
118 163.095428 72.081177 233.973663 1200.0 1.0 6.54405066620524 62.64708763908844
119 267.489136 6.413098 121.052122 1200.0 1.0 6.529691013387575 82.17205357119677
120 267.032 6.84997 110.268225 1200.0 1.0 6.5246026155711165 83.62586736318129
121 269.757202 1.769497 222.458484 1200.0 1.0 6.519660302271964 72.76077316543707
122 176.03168390000002 72.5733688 188.932106 1200.0 1.0 6.493783533686561 45.40237372090325
123 270.714569 -0.455044 127.059547 1200.0 1.0 6.477887972392523 75.41345300643938
124 167.804169 71.454239 180.381312 1200.0 1.0 6.476799147794599 85.95273002575611
125 267.457 7.44586 101.694596 1200.0 1.0 6.473217789967725 84.8737796423256
126 269.340607 2.962295 232.57726 1200.0 1.0 6.467147469811293 73.51354741955547
127 268.03537 3.474243 172.552629 1200.0 1.0 6.466618559018713 87.06118872288695
128 267.380341 7.590096 103.827951 1200.0 1.0 6.466018906863205 84.8737796423256
129 167.396393 71.834579 198.328596 1200.0 1.0 6.466011234888619 77.85727302547689
130 171.826477 71.645897 132.119884 1200.0 1.0 6.443544659495899 85.50624079240788
131 168.06102 71.477982 137.362135 1200.0 1.0 6.4345810523994125 85.95273002575611
132 171.497787 72.80426 201.966825 1200.0 1.0 6.397466912858103 38.629314253405326
133 177.430405 73.769188 168.529849 1200.0 1.0 6.386502665281391 84.17294359656249
134 175.780991 73.820015 232.999826 1200.0 1.0 6.370225868473026 74.8646349445404
135 269.728424 0.652564 143.296482 1200.0 1.0 6.364550555033458 88.29010119403729
136 271.61322 -0.15538 237.178416 1200.0 1.0 6.361945295705685 70.07829738831806
137 174.138168 73.469658 245.140799 1200.0 1.0 6.352648417531491 63.41022165846483
138 267.674133 7.223882 121.050119 1200.0 1.0 6.349110294013427 85.11943723512728
139 169.499481 72.926491 208.222991 1200.0 1.0 6.336326472316638 36.39298262247786
140 269.24704 2.095948 161.722172 1200.0 1.0 6.318732198802106 83.1236678606952
141 268.554 6.06272 150.970716 1200.0 1.0 6.305488641297753 89.61237793974882
142 169.1351008 73.3965022 119.925762 1200.0 1.0 6.300774522796447 53.61468343899149
143 172.447372 72.545677 245.839012 1200.0 1.0 6.2955502087881055 43.8625003119667
144 272.873474 -0.803705 170.326426 1200.0 1.0 6.272324738072625 84.4549646255354
145 271.182556 -2.137574 232.734507 1200.0 1.0 6.263761274683138 83.787969550936
146 198.556152 69.433014 171.036953 1200.0 1.0 6.2497358282820965 89.84380094468887
147 267.637909 5.671859 184.869755 1200.0 1.0 6.24952270786949 79.48619887439091
148 269.640564 0.366986 146.822734 1200.0 1.0 6.222232800186384 88.28745069505194
149 272.497009 -0.467967 213.331987 1200.0 1.0 6.22097563182842 78.88736715337474
150 273.616486 -2.418131 30.673197 1200.0 1.0 6.211428746529171 87.71709685764006
151 169.371384 73.100983 197.581984 1200.0 1.0 6.207051013346105 38.68329120019441
152 267.714722 4.939365 211.734583 1200.0 1.0 6.2070036529520785 81.37316418123163
153 162.839233 71.710815 170.171204 1200.0 1.0 6.203395032282294 81.82603856476022
154 271.90271 -0.24599 261.695313 1200.0 1.0 6.189847541772416 72.08563689135224
155 194.81015 70.285355 162.030284 1200.0 1.0 6.169748807744952 80.60225881250258
156 182.9462367 72.29982700000001 183.540208 1200.0 1.0 6.166597594736319 55.20783914853459
157 172.532196 72.896729 230.524851 1200.0 1.0 6.165965431497571 40.15353684501803
158 193.4887782 70.7960802 150.045898 1200.0 1.0 6.15615751195077 73.20472563622525
159 267.210999 4.785666 173.586351 1200.0 1.0 6.1416598117869485 89.1440111181595
160 267.430054 5.786914 109.959624 1200.0 1.0 6.12734255316765 82.13877144144851
161 174.98169309999997 72.25738620000001 125.621289 1200.0 1.0 6.108975968617926 58.3998931032498
162 267.036926 7.91304 173.500422 1200.0 1.0 6.097542795579515 88.18101310690255
163 265.893463 9.202383 166.035275 1200.0 1.0 6.0838093017294606 89.33852853628115
164 269.741943 2.539225 194.246901 1200.0 1.0 6.069226579065281 72.5057683412024
165 272.655273 -0.067269 159.870485 1200.0 1.0 6.058199070478581 88.98810997165045
166 170.65597350000002 72.3776565 181.378683 1200.0 1.0 6.055143295639234 50.15615599303912
167 164.981339 72.152916 231.390989 1200.0 1.0 6.054548657731865 66.12042356928312
168 174.980637 72.257576 132.774271 1200.0 1.0 6.050080328955186 58.3998931032498
169 186.381989 72.195213 92.694658 1200.0 1.0 6.03931130380125 58.560321353688515
170 271.977875 0.208662 174.87814 1200.0 1.0 6.034147839028216 85.28879428542155
171 168.194565 72.097366 253.264746 1200.0 1.0 6.032038111732911 58.70508313477243
172 173.365219 72.235207 245.939451 1200.0 1.0 6.022784726862119 59.33201614338487
173 162.472702 71.97126 243.964666 1200.0 1.0 6.011503929026415 73.03561352601548
174 272.001221 -1.215209 112.975469 1200.0 1.0 6.010453801953031 59.883834396897726
175 189.536957 71.417442 162.32425 1200.0 1.0 5.987534891475488 66.44963587628185
176 165.835144 71.88726 167.296798 1200.0 1.0 5.987099729738859 77.15650104735712
177 200.067657 70.728142 122.360993 1200.0 1.0 5.969370418995252 83.5599583484624
178 267.288849 6.715088 141.562974 1200.0 1.0 5.962656175475359 83.63624749724927
179 168.132065 72.964035 271.701161 1200.0 1.0 5.962206126352469 33.92584525340402
180 270.573212 1.023148 206.988801 1200.0 1.0 5.946897729303191 67.52363557224123
181 170.7829511 71.926662 169.86264 1200.0 1.0 5.935725824609516 86.00161021047286
182 171.173538 72.760391 224.035942 1200.0 1.0 5.911848681941364 38.35874604435429
183 269.379547 2.261461 157.827888 1200.0 1.0 5.909241366551806 77.54896830921147
184 269.448242 3.118106 149.268925 1200.0 1.0 5.895017915266709 74.05274130995667
185 170.993713 72.851089 271.975748 1200.0 1.0 5.8904816610001856 38.35874604435429
186 271.022552 0.74413 213.225571 1200.0 1.0 5.887194897141911 68.54875961490617
187 268.548737 3.292537 180.333033 1200.0 1.0 5.883480374399371 82.38187568044802
188 198.155731 71.191292 157.3084 1200.0 1.0 5.855591905219904 84.70668748996256
189 163.378067 72.05928 205.771435 1200.0 1.0 5.850577689647389 62.64708763908844
